time_sec,roll,pitch,yaw,roll_des,pitch_des,yaw_des,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,vbat,ibat,lat,lon,alt,motor_1,motor_2,motor_3,motor_4,flight_mode
0.0,-1.5243,-0.1638,263.5057,-0.0005,0.0001,263.5057,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.02,-1.5243,-0.1638,263.5057,-0.0005,0.0001,263.5057,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.04,-1.5243,-0.1638,263.5057,-0.0005,0.0001,263.5057,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.06,-1.5243,-0.1638,263.5057,-0.0005,0.0001,263.5057,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.08,-1.5243,-0.1638,263.5057,-0.0005,0.0001,263.5057,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.1,-1.5298,-0.1551,263.516,-0.0004,0.0001,263.516,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.12,-1.5298,-0.1551,263.516,-0.0004,0.0001,263.516,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.14,-1.5298,-0.1551,263.516,-0.0004,0.0001,263.516,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.16,-1.5298,-0.1551,263.516,-0.0004,0.0001,263.516,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.18,-1.5298,-0.1551,263.516,-0.0004,0.0001,263.516,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.2,-1.5361,-0.1465,263.5117,-0.0004,0.0001,263.5117,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.22,-1.5361,-0.1465,263.5117,-0.0004,0.0001,263.5117,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.24,-1.5361,-0.1465,263.5117,-0.0004,0.0001,263.5117,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.26,-1.5361,-0.1465,263.5117,-0.0004,0.0001,263.5117,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.28,-1.5361,-0.1465,263.5117,-0.0004,0.0001,263.5117,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.3,-1.5436,-0.1403,263.5182,-0.0004,0.0001,263.5182,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.32,-1.5436,-0.1403,263.5182,-0.0004,0.0001,263.5182,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.34,-1.5436,-0.1403,263.5182,-0.0004,0.0001,263.5182,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.36,-1.5436,-0.1403,263.5182,-0.0004,0.0001,263.5182,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.38,-1.5436,-0.1403,263.5182,-0.0004,0.0001,263.5182,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.4,-1.5464,-0.1362,263.5169,-0.0004,0.0001,263.5169,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.42,-1.5464,-0.1362,263.5169,-0.0004,0.0001,263.5169,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.44,-1.5464,-0.1362,263.5169,-0.0004,0.0001,263.5169,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.46,-1.5464,-0.1362,263.5169,-0.0004,0.0001,263.5169,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.48,-1.5464,-0.1362,263.5169,-0.0004,0.0001,263.5169,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.5,-1.5509,-0.1313,263.5291,-0.0004,0.0001,263.5291,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.52,-1.5509,-0.1313,263.5291,-0.0004,0.0001,263.5291,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.54,-1.5509,-0.1313,263.5291,-0.0004,0.0001,263.5291,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.56,-1.5509,-0.1313,263.5291,-0.0004,0.0001,263.5291,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.58,-1.5509,-0.1313,263.5291,-0.0004,0.0001,263.5291,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.6,-1.5554,-0.1265,263.5247,-0.0004,0.0001,263.5248,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.62,-1.5554,-0.1265,263.5247,-0.0004,0.0001,263.5248,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.64,-1.5554,-0.1265,263.5247,-0.0004,0.0001,263.5248,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.66,-1.5554,-0.1265,263.5247,-0.0004,0.0001,263.5248,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.68,-1.5554,-0.1265,263.5247,-0.0004,0.0001,263.5248,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.7,-1.561,-0.1187,263.53,-0.0004,0.0001,263.53,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.72,-1.561,-0.1187,263.53,-0.0004,0.0001,263.53,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.74,-1.561,-0.1187,263.53,-0.0004,0.0001,263.53,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.76,-1.561,-0.1187,263.53,-0.0004,0.0001,263.53,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.78,-1.561,-0.1187,263.53,-0.0004,0.0001,263.53,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.8,-1.5675,-0.1131,263.5307,-0.0004,0.0001,263.5307,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.82,-1.5675,-0.1131,263.5307,-0.0004,0.0001,263.5307,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.84,-1.5675,-0.1131,263.5307,-0.0004,0.0001,263.5307,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.86,-1.5675,-0.1131,263.5307,-0.0004,0.0001,263.5307,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.88,-1.5675,-0.1131,263.5307,-0.0004,0.0001,263.5307,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.9,-1.5729,-0.1098,263.5327,-0.0004,0.0001,263.5327,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.92,-1.5729,-0.1098,263.5327,-0.0004,0.0001,263.5327,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.94,-1.5729,-0.1098,263.5327,-0.0004,0.0001,263.5327,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.96,-1.5729,-0.1098,263.5327,-0.0004,0.0001,263.5327,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.98,-1.5729,-0.1098,263.5327,-0.0004,0.0001,263.5327,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.0,-1.5801,-0.1034,263.5469,-0.0004,0.0001,263.5468,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.02,-1.5801,-0.1034,263.5469,-0.0004,0.0001,263.5468,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.04,-1.5801,-0.1034,263.5469,-0.0004,0.0001,263.5468,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.06,-1.5801,-0.1034,263.5469,-0.0004,0.0001,263.5468,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.08,-1.5801,-0.1034,263.5469,-0.0004,0.0001,263.5468,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.1,-1.5884,-0.0971,263.5514,-0.0004,0.0001,263.5514,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.12,-1.5884,-0.0971,263.5514,-0.0004,0.0001,263.5514,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.14,-1.5884,-0.0971,263.5514,-0.0004,0.0001,263.5514,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.16,-1.5884,-0.0971,263.5514,-0.0004,0.0001,263.5514,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.18,-1.5884,-0.0971,263.5514,-0.0004,0.0001,263.5514,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.2,-1.6012,-0.1265,263.5559,-0.0004,0.0001,263.5559,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.22,-1.6012,-0.1265,263.5559,-0.0004,0.0001,263.5559,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.24,-1.6012,-0.1265,263.5559,-0.0004,0.0001,263.5559,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.26,-1.6012,-0.1265,263.5559,-0.0004,0.0001,263.5559,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.28,-1.6012,-0.1265,263.5559,-0.0004,0.0001,263.5559,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.3,-1.6199,-0.1759,263.56,-0.0004,0.0001,263.56,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.32,-1.6199,-0.1759,263.56,-0.0004,0.0001,263.56,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.34,-1.6199,-0.1759,263.56,-0.0004,0.0001,263.56,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.36,-1.6199,-0.1759,263.56,-0.0004,0.0001,263.56,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.38,-1.6199,-0.1759,263.56,-0.0004,0.0001,263.56,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.4,-1.6352,-0.2108,263.5574,-0.0004,0.0001,263.5574,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.42,-1.6352,-0.2108,263.5574,-0.0004,0.0001,263.5574,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.44,-1.6352,-0.2108,263.5574,-0.0004,0.0001,263.5574,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.46,-1.6352,-0.2108,263.5574,-0.0004,0.0001,263.5574,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.48,-1.6352,-0.2108,263.5574,-0.0004,0.0001,263.5574,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.5,-1.6467,-0.2241,263.5498,-0.0004,0.0001,263.5498,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.52,-1.6467,-0.2241,263.5498,-0.0004,0.0001,263.5498,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.54,-1.6467,-0.2241,263.5498,-0.0004,0.0001,263.5498,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
1.56,-1.6467,-0.2241,263.5498,-0.0004,0.0001,263.5498,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
