time_sec,roll,pitch,yaw,roll_des,pitch_des,yaw_des,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,vbat,ibat,lat,lon,alt,motor_1,motor_2,motor_3,motor_4,flight_mode
0.0,-1.7074,3.0631,18.5427,0.0004,0.0,18.5427,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.02,-1.7074,3.0631,18.5427,0.0004,0.0,18.5427,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.04,-1.7074,3.0631,18.5427,0.0004,0.0,18.5427,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.06,-1.7074,3.0631,18.5427,0.0004,0.0,18.5427,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.08,-1.7074,3.0631,18.5427,0.0004,0.0,18.5427,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.1,-1.6994,3.0714,18.6497,0.0003,0.0,18.6497,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.12,-1.6994,3.0714,18.6497,0.0003,0.0,18.6497,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.14,-1.6994,3.0714,18.6497,0.0003,0.0,18.6497,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.16,-1.6994,3.0714,18.6497,0.0003,0.0,18.6497,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.18,-1.6994,3.0714,18.6497,0.0003,0.0,18.6497,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.2,-1.7052,3.0643,18.5438,0.0003,0.0,18.5438,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.22,-1.7052,3.0643,18.5438,0.0003,0.0,18.5438,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.24,-1.7052,3.0643,18.5438,0.0003,0.0,18.5438,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.26,-1.7052,3.0643,18.5438,0.0003,0.0,18.5438,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.28,-1.7052,3.0643,18.5438,0.0003,0.0,18.5438,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.3,-1.7093,3.0766,18.6145,0.0003,0.0,18.6145,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.32,-1.7093,3.0766,18.6145,0.0003,0.0,18.6145,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.34,-1.7093,3.0766,18.6145,0.0003,0.0,18.6145,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.36,-1.7093,3.0766,18.6145,0.0003,0.0,18.6145,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.38,-1.7093,3.0766,18.6145,0.0003,0.0,18.6145,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.4,-1.7079,3.0672,18.5089,0.0003,0.0,18.5089,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.42,-1.7079,3.0672,18.5089,0.0003,0.0,18.5089,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.44,-1.7079,3.0672,18.5089,0.0003,0.0,18.5089,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.46,-1.7079,3.0672,18.5089,0.0003,0.0,18.5089,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.48,-1.7079,3.0672,18.5089,0.0003,0.0,18.5089,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.5,-1.7115,3.0816,18.5488,0.0003,0.0,18.5488,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.52,-1.7115,3.0816,18.5488,0.0003,0.0,18.5488,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.54,-1.7115,3.0816,18.5488,0.0003,0.0,18.5488,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.56,-1.7115,3.0816,18.5488,0.0003,0.0,18.5488,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.58,-1.7115,3.0816,18.5488,0.0003,0.0,18.5488,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.6,-1.7144,3.0808,18.4571,0.0003,0.0,18.4571,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.62,-1.7144,3.0808,18.4571,0.0003,0.0,18.4571,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
