time_sec,roll,pitch,yaw,roll_des,pitch_des,yaw_des,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,vbat,ibat,lat,lon,alt,motor_1,motor_2,motor_3,motor_4,flight_mode
0.0,-0.2499,-0.8383,19.147,0.0001,-0.0,19.147,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.02,-0.2499,-0.8383,19.147,0.0001,-0.0,19.147,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.04,-0.2499,-0.8383,19.147,0.0001,-0.0,19.147,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.06,-0.2499,-0.8383,19.147,0.0001,-0.0,19.147,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.08,-0.2499,-0.8383,19.147,0.0001,-0.0,19.147,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.1,-0.2486,-0.8382,19.1371,0.0001,-0.0,19.1371,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.12,-0.2486,-0.8382,19.1371,0.0001,-0.0,19.1371,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.14,-0.2486,-0.8382,19.1371,0.0001,-0.0,19.1371,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.16,-0.2486,-0.8382,19.1371,0.0001,-0.0,19.1371,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.18,-0.2486,-0.8382,19.1371,0.0001,-0.0,19.1371,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.2,-0.2543,-0.8317,19.1327,0.0001,-0.0,19.1327,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.22,-0.2543,-0.8317,19.1327,0.0001,-0.0,19.1327,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.24,-0.2543,-0.8317,19.1327,0.0001,-0.0,19.1327,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.26,-0.2543,-0.8317,19.1327,0.0001,-0.0,19.1327,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.28,-0.2543,-0.8317,19.1327,0.0001,-0.0,19.1327,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.3,-0.2543,-0.8317,19.1327,0.0001,-0.0,19.1327,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.32,-0.2576,-0.8287,19.1194,0.0001,-0.0,19.1194,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.34,-0.2576,-0.8287,19.1194,0.0001,-0.0,19.1194,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.36,-0.2576,-0.8287,19.1194,0.0001,-0.0,19.1194,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.38,-0.2576,-0.8287,19.1194,0.0001,-0.0,19.1194,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.4,-0.2594,-0.8241,19.1024,0.0001,-0.0,19.1024,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.42,-0.2594,-0.8241,19.1024,0.0001,-0.0,19.1024,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.44,-0.2594,-0.8241,19.1024,0.0001,-0.0,19.1024,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.46,-0.2594,-0.8241,19.1024,0.0001,-0.0,19.1024,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.48,-0.2594,-0.8241,19.1024,0.0001,-0.0,19.1024,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.5,-0.2594,-0.8241,19.1024,0.0001,-0.0,19.1024,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.52,-0.2622,-0.8154,19.0882,0.0001,-0.0,19.0882,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.54,-0.2622,-0.8154,19.0882,0.0001,-0.0,19.0882,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.56,-0.2622,-0.8154,19.0882,0.0001,-0.0,19.0882,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.58,-0.2622,-0.8154,19.0882,0.0001,-0.0,19.0882,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.6,-0.2658,-0.8093,19.0693,0.0001,-0.0,19.0694,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.62,-0.2658,-0.8093,19.0693,0.0001,-0.0,19.0694,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.64,-0.2658,-0.8093,19.0693,0.0001,-0.0,19.0694,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.66,-0.2658,-0.8093,19.0693,0.0001,-0.0,19.0694,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.68,-0.2658,-0.8093,19.0693,0.0001,-0.0,19.0694,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.7,-0.2658,-0.8093,19.0693,0.0001,-0.0,19.0694,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.72,-0.2694,-0.8016,19.0544,0.0001,-0.0,19.0544,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.74,-0.2694,-0.8016,19.0544,0.0001,-0.0,19.0544,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.76,-0.2694,-0.8016,19.0544,0.0001,-0.0,19.0544,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.78,-0.2694,-0.8016,19.0544,0.0001,-0.0,19.0544,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.8,-0.2735,-0.7912,19.0375,0.0001,-0.0,19.0375,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.82,-0.2735,-0.7912,19.0375,0.0001,-0.0,19.0375,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
