time_sec,roll,pitch,yaw,roll_des,pitch_des,yaw_des,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,vbat,ibat,lat,lon,alt,motor_1,motor_2,motor_3,motor_4,flight_mode
0.0,-0.2991,-0.0885,79.2507,0.0001,0.0004,79.2599,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.02,-0.2991,-0.0885,79.2507,0.0001,0.0004,79.2599,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.04,-0.2991,-0.0885,79.2507,0.0001,0.0004,79.2599,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.06,-0.2991,-0.0885,79.2507,0.0001,0.0004,79.2599,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.08,-0.2991,-0.0885,79.2507,0.0001,0.0004,79.2599,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.1,-0.3064,-0.0851,79.2628,0.0001,0.0004,79.2722,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.12,-0.3064,-0.0851,79.2628,0.0001,0.0004,79.2722,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.14,-0.3064,-0.0851,79.2628,0.0001,0.0004,79.2722,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.16,-0.3064,-0.0851,79.2628,0.0001,0.0004,79.2722,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.18,-0.3064,-0.0851,79.2628,0.0001,0.0004,79.2722,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.2,-0.3155,-0.0776,79.2414,0.0001,0.0003,79.251,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.22,-0.3155,-0.0776,79.2414,0.0001,0.0003,79.251,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.24,-0.3155,-0.0776,79.2414,0.0001,0.0003,79.251,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.26,-0.3155,-0.0776,79.2414,0.0001,0.0003,79.251,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.28,-0.3155,-0.0776,79.2414,0.0001,0.0003,79.251,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.3,-0.3155,-0.0776,79.2414,0.0001,0.0003,79.251,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.32,-0.3228,-0.0714,79.2503,0.0001,0.0003,79.2601,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.34,-0.3228,-0.0714,79.2503,0.0001,0.0003,79.2601,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.36,-0.3228,-0.0714,79.2503,0.0001,0.0003,79.2601,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
0.38,-0.3228,-0.0714,79.2503,0.0001,0.0003,79.2601,,,,,,,,,,,,0.0,0.0,0.0,0.0,0
